ticker,caldt,crsp_fundno,mret
VBMFX,20100129,031239,0.015708
VBMFX,20100226,031239,0.001965
VBMFX,20100331,031239,-0.000799
VBMFX,20100430,031239,0.010604
VBMFX,20100528,031239,0.008724
VBMFX,20100630,031239,0.016101
VBMFX,20100730,031239,0.009362
VBMFX,20100831,031239,0.014809
VBMFX,20100930,031239,-0.000118
VBMFX,20101029,031239,0.003609
VBMFX,20101130,031239,-0.005677
VBMFX,20101231,031239,-0.011464
VBMFX,20110131,031239,0.000826
VBMFX,20110228,031239,0.001634
VBMFX,20110331,031239,-0.000052
VBMFX,20110429,031239,0.013162
VBMFX,20110531,031239,0.013044
VBMFX,20110630,031239,-0.003881
VBMFX,20110729,031239,0.015752
VBMFX,20110831,031239,0.014637
VBMFX,20110930,031239,0.008925
VBMFX,20111031,031239,0.001599
VBMFX,20111130,031239,-0.003043
VBMFX,20111230,031239,0.010763
VBMFX,20120131,031239,0.008732
VBMFX,20120229,031239,-0.000458
VBMFX,20120330,031239,-0.005834
VBMFX,20120430,031239,0.011390
VBMFX,20120531,031239,0.009487
VBMFX,20120629,031239,0.000368
VBMFX,20120731,031239,0.013859
VBMFX,20120831,031239,0.000301
VBMFX,20120928,031239,0.001078
VBMFX,20121031,031239,0.001115
VBMFX,20121130,031239,0.001920
VBMFX,20121231,031239,-0.002010
VBMFX,20130131,031239,-0.007124
VBMFX,20130228,031239,0.005427
VBMFX,20130328,031239,0.000828
VBMFX,20130430,031239,0.009128
VBMFX,20130531,031239,-0.017084
VBMFX,20130628,031239,-0.016538
VBMFX,20130731,031239,0.001968
VBMFX,20130830,031239,-0.006407
VBMFX,20130930,031239,0.009611
VBMFX,20131031,031239,0.007770
VBMFX,20131129,031239,-0.003495
VBMFX,20131231,031239,-0.006469
VBMFX,20140131,031239,0.015433
VBMFX,20140228,031239,0.004791
VBMFX,20140331,031239,-0.001493
VBMFX,20140430,031239,0.007719
VBMFX,20140530,031239,0.010478
VBMFX,20140630,031239,0.001096
VBMFX,20140731,031239,-0.002570
VBMFX,20140829,031239,0.011308
VBMFX,20140930,031239,-0.007237
VBMFX,20141031,031239,0.009408
VBMFX,20141128,031239,0.006526
VBMFX,20141231,031239,0.000894
VBMFX,20150130,031239,0.023111
VBMFX,20150227,031239,-0.010820
VBMFX,20150331,031239,0.004078
VBMFX,20150430,031239,-0.003619
VBMFX,20150529,031239,-0.004499
VBMFX,20150630,031239,-0.010090
VBMFX,20150731,031239,0.007611
VBMFX,20150831,031239,-0.003554
VBMFX,20150930,031239,0.007568
VBMFX,20151030,031239,0.000134
VBMFX,20151130,031239,-0.002675
VBMFX,20151231,031239,-0.003791
VBMFX,20160129,031239,0.014294
VBMFX,20160229,031239,0.006601
VBMFX,20160331,031239,0.009437
VBMFX,20160429,031239,0.003779
VBMFX,20160531,031239,0.000145
VBMFX,20160630,031239,0.019372
VBMFX,20160729,031239,0.006412
VBMFX,20160831,031239,-0.001680
VBMFX,20160930,031239,-0.000859
VBMFX,20161031,031239,-0.008067
VBMFX,20161130,031239,-0.026438
VBMFX,20161230,031239,0.002447
VBMFX,20170131,031239,0.002949
VBMFX,20170228,031239,0.006596
VBMFX,20170331,031239,-0.000716
VBMFX,20170428,031239,0.007622
VBMFX,20170531,031239,0.006704
VBMFX,20170630,031239,0.000143
VBMFX,20170731,031239,0.003883
VBMFX,20170831,031239,0.008538
VBMFX,20170929,031239,-0.005390
VBMFX,20171031,031239,0.001123
VBMFX,20171130,031239,-0.001720
VBMFX,20171229,031239,0.004376
VBMFX,20180131,031239,-0.010944
VBMFX,20180228,031239,-0.010267
VBMFX,20180329,031239,0.006256
VBMFX,20180430,031239,-0.008305
VBMFX,20180531,031239,0.006088
VBMFX,20180629,031239,0.000285
VBMFX,20180731,031239,0.000346
VBMFX,20180831,031239,0.005156
VBMFX,20180928,031239,-0.005428
VBMFX,20181031,031239,-0.007302
VBMFX,20181130,031239,0.002924
VBMFX,20181231,031239,0.017981
VBMFX,20190131,031239,0.010069
VBMFX,20190228,031239,-0.000621
VBMFX,20190329,031239,0.019557
VBMFX,20190430,031239,0.000439
VBMFX,20190531,031239,0.018298
VBMFX,20190628,031239,0.011533
VBMFX,20190731,031239,0.002262
VBMFX,20190830,031239,0.027826
VBMFX,20190930,031239,-0.005963
VBMFX,20191031,031239,0.002127
VBMFX,20191129,031239,-0.000633
VBMFX,20191231,031239,-0.001462
VBMFX,20200131,031239,0.021138
VBMFX,20200228,031239,0.017072
VBMFX,20200331,031239,-0.005856
VBMFX,20200430,031239,0.016938
VBMFX,20200529,031239,0.005356
VBMFX,20200630,031239,0.006988
VBMFX,20200731,031239,0.015524
VBMFX,20200831,031239,-0.010242
VBMFX,20200930,031239,0.000766
VBMFX,20201030,031239,-0.006104
VBMFX,20201130,031239,0.011105
VBMFX,20201231,031239,0.001496
VBMFX,20210129,031239,-0.007954
VBMFX,20210226,031239,-0.015100
VBMFX,20210331,031239,-0.013753
VBMFX,20210430,031239,0.009548
VBMFX,20210528,031239,0.002368
VBMFX,20210630,031239,0.007697
VBMFX,20210730,031239,0.012096
VBMFX,20210831,031239,-0.002034
VBMFX,20210930,031239,-0.009123
VBMFX,20211029,031239,-0.000306
VBMFX,20211130,031239,0.003261
VBMFX,20211231,031239,-0.004058
VTMGX,20100129,031266,-0.047489
VTMGX,20100226,031266,0.000000
VTMGX,20100331,031266,0.062610
VTMGX,20100430,031266,-0.023466
VTMGX,20100528,031266,-0.111830
VTMGX,20100630,031266,-0.016649
VTMGX,20100730,031266,0.107937
VTMGX,20100831,031266,-0.036294
VTMGX,20100930,031266,0.101090
VTMGX,20101029,031266,0.038704
VTMGX,20101130,031266,-0.051127
VTMGX,20101231,031266,0.083280
VTMGX,20110131,031266,0.022453
VTMGX,20110228,031266,0.035473
VTMGX,20110331,031266,-0.025853
VTMGX,20110429,031266,0.063652
VTMGX,20110531,031266,-0.028346
VTMGX,20110630,031266,-0.012966
VTMGX,20110729,031266,-0.019704
VTMGX,20110831,031266,-0.089615
VTMGX,20110930,031266,-0.103956
VTMGX,20111031,031266,0.093429
VTMGX,20111130,031266,-0.026291
VTMGX,20111230,031266,-0.023292
VTMGX,20120131,031266,0.058223
VTMGX,20120229,031266,0.051158
VTMGX,20120330,031266,0.002204
VTMGX,20120430,031266,-0.022915
VTMGX,20120531,031266,-0.112570
VTMGX,20120629,031266,0.071882
VTMGX,20120731,031266,0.002959
VTMGX,20120831,031266,0.031465
VTMGX,20120928,031266,0.028150
VTMGX,20121031,031266,0.011353
VTMGX,20121130,031266,0.024322
VTMGX,20121231,031266,0.038475
VTMGX,20130131,031266,0.044405
VTMGX,20130228,031266,-0.013605
VTMGX,20130328,031266,0.013966
VTMGX,20130430,031266,0.052092
VTMGX,20130531,031266,-0.030032
VTMGX,20130628,031266,-0.028780
VTMGX,20130731,031266,0.053368
VTMGX,20130830,031266,-0.014120
VTMGX,20130930,031266,0.075200
VTMGX,20131031,031266,0.032258
VTMGX,20131129,031266,0.006860
VTMGX,20131231,031266,0.015917
VTMGX,20140131,031266,-0.045693
VTMGX,20140228,031266,0.057300
VTMGX,20140331,031266,-0.004216
VTMGX,20140430,031266,0.015072
VTMGX,20140530,031266,0.016333
VTMGX,20140630,031266,0.010557
VTMGX,20140731,031266,-0.022677
VTMGX,20140829,031266,0.002994
VTMGX,20140930,031266,-0.041941
VTMGX,20141031,031266,-0.004699
VTMGX,20141128,031266,0.000787
VTMGX,20141231,031266,-0.037254
VTMGX,20150130,031266,0.009039
VTMGX,20150227,031266,0.059446
VTMGX,20150331,031266,-0.012561
VTMGX,20150430,031266,0.040657
VTMGX,20150529,031266,-0.001503
VTMGX,20150630,031266,-0.027851
VTMGX,20150731,031266,0.012539
VTMGX,20150831,031266,-0.072755
VTMGX,20150930,031266,-0.040777
VTMGX,20151030,031266,0.068182
VTMGX,20151130,031266,-0.009002
VTMGX,20151231,031266,-0.018072
VTMGX,20160129,031266,-0.057530
VTMGX,20160229,031266,-0.029623
VTMGX,20160331,031266,0.071348
VTMGX,20160429,031266,0.024284
VTMGX,20160531,031266,-0.004234
VTMGX,20160630,031266,-0.022452
VTMGX,20160729,031266,0.044092
VTMGX,20160831,031266,0.005068
VTMGX,20160930,031266,0.013965
VTMGX,20161031,031266,-0.023314
VTMGX,20161130,031266,-0.015345
VTMGX,20161230,031266,0.024870
VTMGX,20170131,031266,0.036627
VTMGX,20170228,031266,0.009860
VTMGX,20170331,031266,0.029965
VTMGX,20170428,031266,0.022998
VTMGX,20170531,031266,0.034109
VTMGX,20170630,031266,0.005675
VTMGX,20170731,031266,0.029412
VTMGX,20170831,031266,0.000733
VTMGX,20170929,031266,0.024012
VTMGX,20171031,031266,0.018665
VTMGX,20171130,031266,0.008457
VTMGX,20171229,031266,0.016789
VTMGX,20180131,031266,0.048577
VTMGX,20180228,031266,-0.052283
VTMGX,20180329,031266,-0.004669
VTMGX,20180430,031266,0.015493
VTMGX,20180531,031266,-0.015950
VTMGX,20180629,031266,-0.015250
VTMGX,20180731,031266,0.023188
VTMGX,20180831,031266,-0.019122
VTMGX,20180928,031266,0.007251
VTMGX,20181031,031266,-0.084892
VTMGX,20181130,031266,0.003931
VTMGX,20181231,031266,-0.053671
VTMGX,20190131,031266,0.073579
VTMGX,20190228,031266,0.021807
VTMGX,20190329,031266,0.004229
VTMGX,20190430,031266,0.028963
VTMGX,20190531,031266,-0.052593
VTMGX,20190628,031266,0.059307
VTMGX,20190731,031266,-0.020896
VTMGX,20190830,031266,-0.019055
VTMGX,20190930,031266,0.030873
VTMGX,20191031,031266,0.032625
VTMGX,20191129,031266,0.013960
VTMGX,20191231,031266,0.034899
VTMGX,20200131,031266,-0.027581
VTMGX,20200228,031266,-0.075636
VTMGX,20200331,031266,-0.155227
VTMGX,20200430,031266,0.076707
VTMGX,20200529,031266,0.055604
VTMGX,20200630,031266,0.034000
VTMGX,20200731,031266,0.026400
VTMGX,20200831,031266,0.050663
VTMGX,20200930,031266,-0.020112
VTMGX,20201030,031266,-0.037291
VTMGX,20201130,031266,0.147826
VTMGX,20201231,031266,0.058133
VTMGX,20210129,031266,-0.011819
VTMGX,20210226,031266,0.025249
VTMGX,20210331,031266,0.026117
VTMGX,20210430,031266,0.031726
VTMGX,20210528,031266,0.036285
VTMGX,20210630,031266,-0.011108
VTMGX,20210730,031266,0.005445
VTMGX,20210831,031266,0.013839
VTMGX,20210930,031266,-0.034329
VTMGX,20211029,031266,0.031462
VTMGX,20211130,031266,-0.047249
VTMGX,20211231,031266,0.047961
VTSMX,20100129,031434,-0.034973
VTSMX,20100226,031434,0.033598
VTSMX,20100331,031434,0.062713
VTSMX,20100430,031434,0.021732
VTSMX,20100528,031434,-0.080014
VTSMX,20100630,031434,-0.056622
VTSMX,20100730,031434,0.069949
VTSMX,20100831,031434,-0.047480
VTSMX,20100930,031434,0.094692
VTSMX,20101029,031434,0.039423
VTSMX,20101130,031434,0.005757
VTSMX,20101231,031434,0.068091
VTSMX,20110131,031434,0.021863
VTSMX,20110228,031434,0.035969
VTSMX,20110331,031434,0.004492
VTSMX,20110429,031434,0.029913
VTSMX,20110531,031434,-0.011618
VTSMX,20110630,031434,-0.017874
VTSMX,20110729,031434,-0.022830
VTSMX,20110831,031434,-0.059945
VTSMX,20110930,031434,-0.077533
VTSMX,20111031,031434,0.115069
VTSMX,20111130,031434,-0.002875
VTSMX,20111230,031434,0.007983
VTSMX,20120131,031434,0.050815
VTSMX,20120229,031434,0.042579
VTSMX,20120330,031434,0.030661
VTSMX,20120430,031434,-0.006536
VTSMX,20120531,031434,-0.062357
VTSMX,20120629,031434,0.039093
VTSMX,20120731,031434,0.010324
VTSMX,20120831,031434,0.024818
VTSMX,20120928,031434,0.025775
VTSMX,20121031,031434,-0.017578
VTSMX,20121130,031434,0.007384
VTSMX,20121231,031434,0.011944
VTSMX,20130131,031434,0.054994
VTSMX,20130228,031434,0.012766
VTSMX,20130328,031434,0.038826
VTSMX,20130430,031434,0.017009
VTSMX,20130531,031434,0.023215
VTSMX,20130628,031434,-0.012736
VTSMX,20130731,031434,0.054852
VTSMX,20130830,031434,-0.028235
VTSMX,20130930,031434,0.036645
VTSMX,20131031,031434,0.042234
VTSMX,20131129,031434,0.028816
VTSMX,20131231,031434,0.026311
VTSMX,20140131,031434,-0.031069
VTSMX,20140228,031434,0.047324
VTSMX,20140331,031434,0.005138
VTSMX,20140430,031434,0.000633
VTSMX,20140530,031434,0.021712
VTSMX,20140630,031434,0.025378
VTSMX,20140731,031434,-0.019794
VTSMX,20140829,031434,0.041830
VTSMX,20140930,031434,-0.021367
VTSMX,20141031,031434,0.027400
VTSMX,20141128,031434,0.024101
VTSMX,20141231,031434,-0.000055
VTSMX,20150130,031434,-0.027724
VTSMX,20150227,031434,0.057627
VTSMX,20150331,031434,-0.010375
VTSMX,20150430,031434,0.004210
VTSMX,20150529,031434,0.013910
VTSMX,20150630,031434,-0.017101
VTSMX,20150731,031434,0.016318
VTSMX,20150831,031434,-0.060068
VTSMX,20150930,031434,-0.029529
VTSMX,20151030,031434,0.078444
VTSMX,20151130,031434,0.005402
VTSMX,20151231,031434,-0.020280
VTSMX,20160129,031434,-0.056715
VTSMX,20160229,031434,-0.000418
VTSMX,20160331,031434,0.070110
VTSMX,20160429,031434,0.006273
VTSMX,20160531,031434,0.017923
VTSMX,20160630,031434,0.002259
VTSMX,20160729,031434,0.039501
VTSMX,20160831,031434,0.002583
VTSMX,20160930,031434,0.001501
VTSMX,20161031,031434,-0.022148
VTSMX,20161130,031434,0.044356
VTSMX,20161230,031434,0.019206
VTSMX,20170131,031434,0.019087
VTSMX,20170228,031434,0.037108
VTSMX,20170331,031434,0.000664
VTSMX,20170428,031434,0.010501
VTSMX,20170531,031434,0.010057
VTSMX,20170630,031434,0.009211
VTSMX,20170731,031434,0.018662
VTSMX,20170831,031434,0.001459
VTSMX,20170929,031434,0.024535
VTSMX,20171031,031434,0.021577
VTSMX,20171130,031434,0.030440
VTSMX,20171229,031434,0.009945
VTSMX,20180131,031434,0.053073
VTSMX,20180228,031434,-0.037158
VTSMX,20180329,031434,-0.019937
VTSMX,20180430,031434,0.003786
VTSMX,20180531,031434,0.027912
VTSMX,20180629,031434,0.006784
VTSMX,20180731,031434,0.033372
VTSMX,20180831,031434,0.034419
VTSMX,20180928,031434,0.001596
VTSMX,20181031,031434,-0.074018
VTSMX,20181130,031434,0.020614
VTSMX,20181231,031434,-0.092932
VTSMX,20190131,031434,0.085857
VTSMX,20190228,031434,0.035010
VTSMX,20190329,031434,0.014358
VTSMX,20190430,031434,0.039767
VTSMX,20190531,031434,-0.064472
VTSMX,20190628,031434,0.069692
VTSMX,20190731,031434,0.014382
VTSMX,20190830,031434,-0.020254
VTSMX,20190930,031434,0.017035
VTSMX,20191031,031434,0.020958
VTSMX,20191129,031434,0.037723
VTSMX,20191231,031434,0.028502
VTSMX,20200131,031434,-0.000753
VTSMX,20200228,031434,-0.081784
VTSMX,20200331,031434,-0.137774
VTSMX,20200430,031434,0.132473
VTSMX,20200529,031434,0.053773
VTSMX,20200630,031434,0.022796
VTSMX,20200731,031434,0.056401
VTSMX,20200831,031434,0.071766
VTSMX,20200930,031434,-0.035722
VTSMX,20201030,031434,-0.021587
VTSMX,20201130,031434,0.121903
VTSMX,20201231,031434,0.044498
VTSMX,20210129,031434,-0.003379
VTSMX,20210226,031434,0.031889
VTSMX,20210331,031434,0.034673
VTSMX,20210430,031434,0.051359
VTSMX,20210528,031434,0.004260
VTSMX,20210630,031434,0.025266
VTSMX,20210730,031434,0.017057
VTSMX,20210831,031434,0.028556
VTSMX,20210930,031434,-0.044880
VTSMX,20211029,031434,0.067092
VTSMX,20211130,031434,-0.014916
VTSMX,20211231,031434,0.038108
VMVFX,20131231,059935,
VMVFX,20140131,059935,R
VMVFX,20140228,059935,0.036561
VMVFX,20140331,059935,0.006673
VMVFX,20140430,059935,0.008523
VMVFX,20140530,059935,0.017840
VMVFX,20140630,059935,0.012915
VMVFX,20140731,059935,-0.013661
VMVFX,20140829,059935,0.029548
VMVFX,20140930,059935,-0.010762
VMVFX,20141031,059935,0.034451
VMVFX,20141128,059935,0.029798
VMVFX,20141231,059935,-0.002990
VMVFX,20150130,059935,0.014506
VMVFX,20150227,059935,0.029491
VMVFX,20150331,059935,0.007813
VMVFX,20150430,059935,-0.003445
VMVFX,20150529,059935,0.013829
VMVFX,20150630,059935,-0.014493
VMVFX,20150731,059935,0.029412
VMVFX,20150831,059935,-0.039496
VMVFX,20150930,059935,-0.006124
VMVFX,20151030,059935,0.039613
VMVFX,20151130,059935,0.004234
VMVFX,20151231,059935,-0.016085
VMVFX,20160129,059935,-0.021239
VMVFX,20160229,059935,0.004521
VMVFX,20160331,059935,0.038704
VMVFX,20160429,059935,-0.007799
VMVFX,20160531,059935,0.021834
VMVFX,20160630,059935,0.028205
VMVFX,20160729,059935,0.019950
VMVFX,20160831,059935,-0.006520
VMVFX,20160930,059935,0.001641
VMVFX,20161031,059935,-0.022932
VMVFX,20161130,059935,0.011735
VMVFX,20161230,059935,0.016028
VMVFX,20170131,059935,0.008375
VMVFX,20170228,059935,0.030731
VMVFX,20170331,059935,0.011281
VMVFX,20170428,059935,0.017530
VMVFX,20170531,059935,0.021143
VMVFX,20170630,059935,-0.002301
VMVFX,20170731,059935,0.006149
VMVFX,20170831,059935,0.007639
VMVFX,20170929,059935,0.009098
VMVFX,20171031,059935,0.019534
VMVFX,20171130,059935,0.016949
VMVFX,20171229,059935,0.003038
VMVFX,20180131,059935,0.018477
VMVFX,20180228,059935,-0.032656
VMVFX,20180329,059935,0.006752
VMVFX,20180430,059935,0.008197
VMVFX,20180531,059935,0.014782
VMVFX,20180629,059935,0.012382
VMVFX,20180731,059935,0.025180
VMVFX,20180831,059935,0.015439
VMVFX,20180928,059935,0.000691
VMVFX,20181031,059935,-0.048343
VMVFX,20181130,059935,0.023948
VMVFX,20181231,059935,-0.058142
VMVFX,20190131,059935,0.056452
VMVFX,20190228,059935,0.020611
VMVFX,20190329,059935,0.022438
VMVFX,20190430,059935,0.019020
VMVFX,20190531,059935,-0.015075
VMVFX,20190628,059935,0.036443
VMVFX,20190731,059935,0.012658
VMVFX,20190830,059935,0.006250
VMVFX,20190930,059935,0.015183
VMVFX,20191031,059935,0.000000
VMVFX,20191129,059935,0.019035
VMVFX,20191231,059935,0.013663
VMVFX,20200131,059935,0.010323
VMVFX,20200228,059935,-0.074932
VMVFX,20200331,059935,-0.153903
VMVFX,20200430,059935,0.075718
VMVFX,20200529,059935,0.034790
VMVFX,20200630,059935,0.000000
VMVFX,20200731,059935,0.026583
VMVFX,20200831,059935,0.022848
VMVFX,20200930,059935,-0.020849
VMVFX,20201030,059935,-0.028897
VMVFX,20201130,059935,0.059514
VMVFX,20201231,059935,0.031010
VMVFX,20210129,059935,-0.003658
VMVFX,20210226,059935,-0.007342
VMVFX,20210331,059935,0.042899
VMVFX,20210430,059935,0.014894
VMVFX,20210528,059935,0.009783
VMVFX,20210630,059935,0.015225
VMVFX,20210730,059935,0.010225
VMVFX,20210831,059935,0.012146
VMVFX,20210930,059935,-0.038000
VMVFX,20211029,059935,0.027720
VMVFX,20211130,059935,-0.022927
VMVFX,20211231,059935,0.055389
